frame_number,center_x,center_y
88,271.0,256.0
89,257.0,267.5
90,258.3333333333333,264.0
91,256.3333333333333,265.0
92,262.0,258.6666666666667
93,263.6666666666667,259.3333333333333
94,275.3333333333333,268.3333333333333
95,274.0,265.6666666666667
96,268.6666666666667,264.3333333333333
97,252.66666666666666,253.0
98,254.0,252.66666666666666
99,271.3333333333333,260.3333333333333
100,271.0,258.6666666666667
101,269.3333333333333,258.3333333333333
102,252.33333333333334,248.66666666666666
103,253.33333333333334,250.66666666666666
104,266.6666666666667,259.6666666666667
105,264.3333333333333,258.3333333333333
6,263.3333333333333,255.66666666666666
7,255.66666666666666,251.33333333333334
8,252.33333333333334,250.33333333333334
9,252.0,250.0
10,242.66666666666666,243.33333333333334
11,246.0,244.66666666666666
12,250.66666666666666,247.66666666666666
13,243.66666666666666,245.33333333333334
14,244.33333333333334,244.0
15,238.0,241.33333333333334
16,245.33333333333334,243.66666666666666
17,248.33333333333334,246.66666666666666
18,235.33333333333334,244.0
19,235.0,243.33333333333334
20,231.0,241.66666666666666
21,244.0,245.66666666666666
22,245.0,248.0
23,226.66666666666666,243.66666666666666
24,227.66666666666666,245.0
25,225.0,247.0
26,242.66666666666666,254.0
27,241.66666666666666,253.33333333333334
28,218.66666666666666,244.33333333333334
29,220.33333333333334,242.66666666666666
30,218.33333333333334,242.0
31,243.0,249.0
32,243.0,249.66666666666666
33,214.66666666666666,240.0
34,214.66666666666666,240.66666666666666
35,212.0,240.0
36,241.33333333333334,249.66666666666666
37,241.33333333333334,249.0
38,203.66666666666666,234.33333333333334
39,203.33333333333334,233.0
40,199.66666666666666,232.33333333333334
41,239.0,246.66666666666666
42,240.0,247.33333333333334
43,206.33333333333334,239.33333333333334
44,204.66666666666666,239.66666666666666
45,201.0,241.66666666666666
46,237.33333333333334,250.33333333333334
47,238.66666666666666,251.33333333333334
48,272.3333333333333,261.3333333333333
49,269.6666666666667,256.6666666666667
50,269.6666666666667,257.0
51,238.0,246.33333333333334
52,242.33333333333334,251.0
53,271.6666666666667,262.3333333333333
54,263.8333333333333,255.66666666666666
55,259.8333333333333,258.0
56,229.5,246.33333333333334
57,237.33333333333334,252.66666666666666
188,239.66666666666666,251.33333333333334
189,238.0,252.0
190,242.33333333333334,254.66666666666666
191,210.66666666666666,253.33333333333334
192,211.66666666666666,253.0
193,207.0,251.33333333333334
194,235.66666666666666,253.33333333333334
195,237.33333333333334,253.66666666666666
196,244.66666666666666,265.0
197,246.33333333333334,265.0
198,244.33333333333334,265.6666666666667
199,236.0,255.0
200,238.0,255.66666666666666
201,250.0,269.0
202,251.66666666666666,269.3333333333333
203,250.33333333333334,269.3333333333333
204,238.33333333333334,256.3333333333333
205,239.0,257.3333333333333
106,239.33333333333334,259.0
107,239.66666666666666,262.0
108,239.33333333333334,264.0
109,252.0,272.0
110,247.66666666666666,271.3333333333333
111,247.0,272.0
112,232.66666666666666,265.0
113,236.66666666666666,265.6666666666667
114,245.66666666666666,268.3333333333333
115,239.66666666666666,267.6666666666667
116,239.33333333333334,267.0
117,228.33333333333334,262.6666666666667
